,Planet Name,ID,FeatureName,FeatureType,Planetary Feature,Latitude of Center of Planetary Feature,Longitude of Center of Planetary Feature,Size of Planetary Feature(km)
3384,Venus,404.0, Artio Chasma , chasma ,CM,-35.5,39.0,450.0
2344,Mars,3812.0, Melas Chasma , chasma ,CM,-10.517763,287.461254,563.522
3382,Venus,400.0, Artemis Chasma , chasma ,CM,-41.2,138.5,3087.0
3358,Venus,343.0, Aranyani Chasma , chasma ,CM,69.3,74.4,718.0
3009,Rhea,14761.0, Yamsi Chasmata , chasma ,CM,-28.0,79.5,380.0
2318,Mars,415.0, Ascraeus Chasmata , chasma ,CM,8.765366,254.371887,105.198
2482,Mars,1810.0, Eos Chasma , chasma ,CM,-12.147171,320.826296,1305.69
3008,Rhea,14760.0, Vaupas Chasma , chasma ,CM,-35.0,100.0,280.0
2334,Mars,2096.0, Ganges Chasma , chasma ,CM,-7.955154,312.114898,574.075
3285,Venus,1134.0, Chang Xi Chasmata , chasma ,CM,-59.0,17.0,220.0
5426,Ariel,895.0, Brownie Chasma , chasma ,CM,-16.0,337.6,343.0
4500,Venus,4733.0, Pinga Chasma , chasma ,CM,-20.0,287.0,500.0
3298,Venus,354.0, Ardwinna Chasma , chasma ,CM,21.0,197.0,500.0
3005,Rhea,14757.0, Avaiki Chasmata , chasma ,CM,25.0,81.0,580.0
3006,Rhea,14758.0, Galunlati Chasmata , chasma ,CM,38.0,70.0,740.0
14902,Dione,4553.0, Palatine Chasmata , chasma ,CM,-48.0,44.0,1100.0
14899,Dione,3291.0, Latium Chasma , chasma ,CM,20.0,296.07,360.0
14897,Dione,3281.0, Larissa Chasma , chasma ,CM,28.98,290.5,150.0
14893,Dione,14378.0, Eurotas Chasmata , chasma ,CM,18.0,90.0,1200.0
4258,Venus,3791.0, Medeina Chasma , chasma ,CM,46.2,89.3,606.0
4269,Venus,3878.0, Mežas-Mate Chasma , chasma ,CM,51.0,50.7,506.0
1346,Mars,1000.0, Candor Chasma , chasma ,CM,-6.532833,289.220652,810.609
5303,Tethys,2751.0, Ithaca Chasma , chasma ,CM,-14.0,353.9,1219.0
4316,Venus,4052.0, Mots Chasma , chasma ,CM,51.9,56.1,464.0
3442,Venus,530.0, Baba-Jaga Chasma , chasma ,CM,53.2,49.5,580.0
4333,Venus,4139.0, Nang-byon Chasma , chasma ,CM,4.0,316.5,450.0
14835,Dione,14378.0, Eurotas Chasmata , chasma ,CM,4.94,58.65,1000.0
14834,Dione,14377.0, Drepanum Chasma , chasma ,CM,-46.0,95.0,360.0
14833,Dione,14376.0, Aurunca Chasmata , chasma ,CM,11.56,93.3,290.0
4954,Venus,6397.0, Vir-ava Chasma , chasma ,CM,-16.5,124.0,1700.0
4955,Venus,6400.0, Vires-Akka Chasma , chasma ,CM,75.6,341.6,742.0
14828,Dione,14384.0, Padua Chasmata , chasma ,CM,17.7,112.83,1025.0
5287,Tethys,14436.0, Ogygia Chasma , chasma ,CM,56.0,264.8,120.0
2813,Mars,15364.0, Hellas Chasma , chasma ,CM,-34.637235,65.465997,148.0
3007,Rhea,14759.0, Pulag Chasma , chasma ,CM,-33.0,93.5,190.0
2346,Mars,1161.0, Chasma Boreale , chasma ,CM,82.541244,312.359658,459.883
5049,Venus,6977.0, Hanwi Chasma , chasma ,CM,10.5,247.0,1800.0
5434,Ariel,2996.0, Kewpie Chasma , chasma ,CM,-28.3,326.9,467.0
4589,Venus,4989.0, Reitia Chasma , chasma ,CM,-51.5,100.0,400.0
2439,Mars,1114.0, Ceti Chasma , chasma ,CM,-5.027778,291.62831,49.773
2561,Mars,1160.0, Chasma Australe , chasma ,CM,-82.354638,95.031501,352.608
3166,Venus,4431.0, Olapa Chasma , chasma ,CM,-42.0,208.5,650.0
14909,Dione,5993.0, Tibur Chasmata , chasma ,CM,60.0,290.7,156.0
5077,Venus,1425.0, Daura Chasma , chasma ,CM,73.8,53.8,729.0
2563,Mars,4830.0, Promethei Chasma , chasma ,CM,-82.663973,141.385477,295.28
2582,Mars,1781.0, Elysium Chasma , chasma ,CM,22.385174,141.514209,130.0
2451,Mars,2402.0, Hebes Chasma , chasma ,CM,-1.074524,283.94103,316.74
2566,Mars,6205.0, Ultimum Chasma , chasma ,CM,-81.097182,151.367733,322.088
5031,Venus,6727.0, Zewana Chasma , chasma ,CM,9.0,212.0,900.0
4685,Venus,5779.0, Sutkatyn Chasmata , chasma ,CM,-64.0,11.0,350.0
5067,Venus,4588.0, Parga Chasmata , chasma ,CM,-20.0,255.0,11000.0
5059,Venus,4934.0, Ralk-umgu Chasma , chasma ,CM,-15.0,106.0,840.0
3107,Oberon,3958.0, Mommur Chasma , chasma ,CM,-16.3,323.5,537.0
2429,Mars,551.0, Baetis Chasma , chasma ,CM,-4.2851,295.129626,92.2081
4724,Venus,6040.0, Tkashi-mapa Chasma , chasma ,CM,13.0,206.0,1100.0
5048,Venus,6947.0, Žverine Chasma , chasma ,CM,18.5,271.0,1300.0
2411,Mars,2599.0, Hyblaeus Chasma , chasma ,CM,21.975522,141.261513,56.6103
5433,Ariel,2879.0, Kachina Chasmata , chasma ,CM,-33.7,246.0,622.0
5091,Venus,4031.0, Morana Chasma , chasma ,CM,68.9,24.6,317.0
5097,Venus,15018.0, Rona Chasma , chasma ,CM,2.5,288.0,1520.0
2480,Mars,1012.0, Capri Chasma , chasma ,CM,-8.273748,317.93406,1471.56
2350,Mars,2757.0, Ius Chasma , chasma ,CM,-7.289402,275.610924,839.909
5435,Ariel,3110.0, Kra Chasma , chasma ,CM,-32.1,354.2,142.0
4836,Venus,6102.0, Tsects Chasma , chasma ,CM,-61.6,35.0,600.0
3252,Venus,3928.0, Mist Chasma , chasma ,CM,39.5,247.3,244.0
3251,Venus,3927.0, Misne Chasma , chasma ,CM,78.3,316.5,610.0
5436,Ariel,3093.0, Korrigan Chasma , chasma ,CM,-27.6,347.5,365.0
2468,Mars,4476.0, Ophir Chasma , chasma ,CM,-4.003134,287.648354,314.711
4572,Venus,4911.0, Rabie Chasma , chasma ,CM,-10.5,267.0,950.0
2461,Mars,2874.0, Juventae Chasma , chasma ,CM,-3.366198,298.613002,304.987
2458,Mars,6032.0, Tithonium Chasma , chasma ,CM,-4.604551,275.710614,802.776
5443,Ariel,5790.0, Sylph Chasma , chasma ,CM,-48.6,353.0,349.0
3233,Venus,5431.0, Seo-Ne Chasma , chasma ,CM,-63.5,26.0,430.0
2455,Mars,2604.0, Hydrae Chasma , chasma ,CM,-6.750685,297.992962,55.1754
3229,Venus,109.0, Aikhylu Chasma , chasma ,CM,32.0,292.0,300.0
4785,Venus,5908.0, Tellervo Chasma , chasma ,CM,-60.0,125.0,600.0
4568,Venus,4901.0, Quilla Chasma , chasma ,CM,-23.7,127.3,973.0
5444,Ariel,4744.0, Pixie Chasma , chasma ,CM,-20.4,5.1,278.0
4799,Venus,6326.0, Varz Chasma , chasma ,CM,71.3,27.0,346.0
4855,Venus,6602.0, Xaratanga Chasma , chasma ,CM,-54.0,70.0,1300.0
3848,Venus,2152.0, Geyaguga Chasma , chasma ,CM,-56.5,70.0,800.0
3655,Venus,1390.0, Dali Chasma , chasma ,CM,-17.6,167.0,2077.0
4143,Venus,3358.0, Lesavka Chasma , chasma ,CM,-0.8,215.0,800.0
4067,Venus,3101.0, Kottravey Chasma , chasma ,CM,30.5,77.9,744.0
15429,Charon,15733.0, Mandjet Chasma , chasma ,CM,4.8,294.4,385.0
4141,Venus,3293.0, Latona Chasma , chasma ,CM,26.0,267.5,530.0
3907,Venus,2406.0, Hecate Chasma , chasma ,CM,18.2,254.3,3145.0
4139,Venus,3285.0, Lasdona Chasma , chasma ,CM,69.3,36.8,697.0
14962,Mimas,500.0, Avalon Chasma , chasma ,CM,35.0,213.0,120.0
4068,Venus,3103.0, Kov-Ava Chasma , chasma ,CM,-58.8,21.8,470.0
1968,Mars,393.0, Arsia Chasmata , chasma ,CM,-7.46914,240.65394,97.0571
3676,Venus,1516.0, Dewi Ratih Chasma , chasma ,CM,-6.5,359.7,1000.0
3541,Venus,2269.0, Gui Ye Chasma , chasma ,CM,-9.0,337.1,210.0
3607,Venus,1196.0, Chondi Chasma , chasma ,CM,-18.5,230.0,1000.0
4069,Venus,3108.0, Kozhla-Ava Chasma , chasma ,CM,56.2,50.6,581.0
15424,Charon,15734.0, Argo Chasma , chasma ,CM,27.8,80.4,355.0
1964,Mars,1712.0, Echus Chasma , chasma ,CM,2.471597,280.038207,391.095
2033,Mars,1302.0, Coprates Chasma , chasma ,CM,-13.365364,299.26155,958.311
3813,Venus,2099.0, Ganis Chasma , chasma ,CM,18.0,189.0,3700.0
3697,Venus,1525.0, Diana Chasma , chasma ,CM,-14.8,154.8,938.0
3832,Venus,2087.0, Gamsilg Chasma , chasma ,CM,-46.0,64.0,600.0
1954,Mars,4618.0, Pavonis Chasma , chasma ,CM,2.733644,248.976036,45.9418
4075,Venus,3133.0, Kuanja Chasma , chasma ,CM,-12.0,99.5,890.0
3535,Venus,885.0, Britomartis Chasma , chasma ,CM,-33.0,130.0,1000.0
3878,Venus,3023.0, Kicheda Chasma , chasma ,CM,-2.5,213.0,1500.0
3736,Venus,1691.0, Dziwica Chasma , chasma ,CM,-16.5,235.0,1300.0
15435,Charon,15732.0, Caleuche Chasma , chasma ,CM,72.5,241.8,400.0
4089,Venus,3076.0, Kokomikeis Chasma , chasma ,CM,0.0,85.0,1000.0
3858,Venus,2794.0, Jana Chasma , chasma ,CM,-12.2,117.9,650.0
3667,Venus,2510.0, Hina Chasma , chasma ,CM,63.7,20.0,415.0
3583,Venus,1512.0, Devana Chasma , chasma ,CM,22.0,283.5,2000.0
14971,Mimas,985.0, Camelot Chasma , chasma ,CM,-43.0,336.6,150.0
3960,Venus,2765.0, Ix Chel Chasma , chasma ,CM,-10.0,73.4,503.0
14995,Mimas,4640.0, Pelion Chasma , chasma ,CM,-25.31,109.92,100.0
205,Titania,3870.0, Messina Chasmata , chasma ,CM,-33.3,335.0,1492.0
14994,Mimas,4512.0, Ossa Chasma , chasma ,CM,-23.56,56.25,95.0
196,Titania,678.0, Belmont Chasma , chasma ,CM,-8.5,32.6,258.0
3955,Venus,2868.0, Juno Chasma , chasma ,CM,-30.5,111.1,915.0
3752,Venus,2971.0, Kaygus Chasmata , chasma ,CM,49.6,52.1,503.0
14993,Mimas,4577.0, Pangea Chasma , chasma ,CM,-28.12,19.59,150.0
3921,Venus,2447.0, Heng-o Chasma , chasma ,CM,6.6,355.5,734.0
3859,Venus,2347.0, Hanghepiwi Chasma , chasma ,CM,-48.5,18.0,1100.0
14992,Mimas,4411.0, Oeta Chasma , chasma ,CM,19.0,237.3,110.0
2269,Mars,436.0, Astapus Colles , collis ,CO,35.458513,88.080311,597.0
4175,Venus,3649.0, Marake Colles , collis ,CO,55.7,217.8,150.0
3271,Venus,135.0, Akkruva Colles , collis ,CO,46.1,115.5,1059.0
4558,Venus,4941.0, Ran Colles , collis ,CO,1.0,163.0,400.0
4369,Venus,4352.0, Nuliayoq Colles , collis ,CO,48.0,224.0,350.0
4770,Venus,6176.0, T'ien Hu Colles , collis ,CO,30.7,15.1,947.0
896,Titan,15073.0, Bilbo Colles , collis ,CO,-4.23,321.44,164.0
897,Titan,15075.0, Handir Colles , collis ,CO,10.0,3.32,100.0
2193,Mars,36.0, Acidalia Colles , collis ,CO,50.336043,336.911403,356.303
3422,Venus,4111.0, Nahete Colles , collis ,CO,38.0,241.0,400.0
2081,Mars,4.0, Abalos Colles , collis ,CO,76.829144,288.350135,235.828
3387,Venus,423.0, Asherat Colles , collis ,CO,12.0,162.0,500.0
2761,Mars,15017.0, Ulysses Colles , collis ,CO,6.1415,236.913308,84.812
767,Titan,15072.0, Arwen Colles , collis ,CO,-7.5,100.0,64.0
768,Titan,15074.0, Faramir Colles , collis ,CO,4.0,206.2,82.0
769,Titan,15076.0, Nimloth Colles , collis ,CO,11.86,208.7,90.0
2310,Mars,2066.0, Galaxias Colles , collis ,CO,36.802192,147.481548,610.338
2106,Mars,504.0, Avernus Colles , collis ,CO,-1.733952,171.022126,238.696
2258,Mars,4534.0, Oxia Colles , collis ,CO,21.237252,333.728584,595.237
3133,Venus,4445.0, Olosa Colles , collis ,CO,18.0,353.3,200.0
3981,Venus,2869.0, Jurate Colles , collis ,CO,56.8,153.5,418.0
2388,Mars,14152.0, Chryse Colles , collis ,CO,8.150697,318.135912,48.659
4612,Venus,5209.0, Ruad Colles , collis ,CO,-68.0,118.0,400.0
2805,Mars,15315.0, Syria Colles , collis ,CO,-13.461451,259.268594,630.0
2752,Mars,15034.0, Candor Colles , collis ,CO,-6.633137,284.433735,37.38
2182,Mars,5913.0, Tempe Colles , collis ,CO,33.749866,277.43533,34.4877
4598,Venus,5285.0, Salofa Colles , collis ,CO,-63.0,167.0,250.0
3598,Venus,1172.0, Chernava Colles , collis ,CO,-10.5,335.5,1000.0
2356,Mars,356.0, Arena Colles , collis ,CO,24.627606,82.93053,580.125
2205,Mars,1365.0, Cydonia Colles , collis ,CO,39.074441,347.779152,362.784
2115,Mars,5356.0, Scandia Colles , collis ,CO,65.46699,220.8724,1521.68
4277,Venus,3832.0, Mena Colles , collis ,CO,-52.5,160.0,850.0
4904,Venus,6247.0, Urutonga Colles , collis ,CO,10.0,154.0,500.0
2222,Mars,4502.0, Ortygia Colles , collis ,CO,53.902809,350.695558,255.617
2235,Mars,205.0, Alpheus Colles , collis ,CO,-39.379531,61.532562,633.025
4272,Venus,3888.0, Migazesh Colles , collis ,CO,-49.0,198.0,230.0
949,Titan,15351.0, Gandalf Colles , collis ,CO,14.609226,150.459302,102.0
2226,Mars,1508.0, Deuteronilus Colles , collis ,CO,41.948858,21.697112,59.0134
2549,Mars,375.0, Ariadnes Colles , collis ,CO,-34.497849,172.775375,188.006
2901,Mars,15268.0, Hydraotes Colles , collis ,CO,-0.020399,326.321268,47.5
2577,Mars,5874.0, Tartarus Colles , collis ,CO,21.244977,175.188977,1672.69
2232,Mars,1270.0, Colles Nili , collis ,CO,38.720362,62.876184,653.668
2892,Mars,15184.0, Simois Colles , collis ,CO,-37.718875,183.408252,86.941
4303,Venus,3956.0, Molpe Colles , collis ,CO,76.0,192.0,548.0
3178,Venus,67.0, Aeracura Corona , corona ,CR,-19.0,238.5,250.0
3171,Venus,14338.0, Minona Corona , corona ,CR,23.5,218.5,130.0
4618,Venus,5297.0, Samsing Corona , corona ,CR,-23.8,229.5,165.0
4620,Venus,5300.0, Sand Corona , corona ,CR,41.7,15.5,181.0
3175,Venus,14289.0, Urash Corona , corona ,CR,43.2,282.0,360.0
4038,Venus,2902.0, Kaltash Corona , corona ,CR,0.5,75.0,450.0
3967,Venus,2538.0, Holde Corona , corona ,CR,53.5,155.8,200.0
3181,Venus,665.0, Beiwe Corona , corona ,CR,52.6,306.5,600.0
3183,Venus,668.0, Belet-Ili Corona , corona ,CR,6.0,20.0,300.0
5021,Venus,6702.0, Zaramama Corona , corona ,CR,-22.0,240.5,240.0
2944,Miranda,1776.0, Elsinore Corona , corona ,CR,-24.8,257.1,323.0
3963,Venus,2769.0, Iyatik Corona , corona ,CR,-16.5,347.5,200.0
3188,Venus,692.0, Benten Corona , corona ,CR,16.0,340.0,310.0
3961,Venus,2766.0, Ixcuina Corona , corona ,CR,-47.5,207.5,150.0
4615,Venus,5292.0, Samdzimari Corona , corona ,CR,-11.0,339.5,260.0
3970,Venus,2543.0, Holla Corona , corona ,CR,-13.0,237.7,180.0
3169,Venus,3922.0, Mirizir Corona , corona ,CR,-66.4,185.0,70.0
4060,Venus,2997.0, Khabuchi Corona , corona ,CR,-11.0,173.0,285.0
4657,Venus,5425.0, Semiramus Corona , corona ,CR,-37.0,293.0,375.0
4655,Venus,5421.0, Selu Corona , corona ,CR,-42.5,6.0,300.0
3672,Venus,1494.0, Derceto Corona , corona ,CR,-46.8,20.2,200.0
4652,Venus,5413.0, Seiusi Corona , corona ,CR,-62.0,241.0,150.0
4928,Venus,6603.0, Xcacau Corona , corona ,CR,-56.0,131.0,200.0
3588,Venus,1111.0, Cerridwen Corona , corona ,CR,49.6,201.8,217.0
3587,Venus,1110.0, Ceres Corona , corona ,CR,-16.0,151.5,675.0
4643,Venus,5328.0, Sarpanitum Corona , corona ,CR,-52.3,14.6,170.0
3155,Venus,14627.0, Azham Corona , corona ,CR,66.4,252.7,380.0
4929,Venus,6604.0, Xcanil Corona , corona ,CR,-37.0,43.0,200.0
2949,Miranda,2704.0, Inverness Corona , corona ,CR,-66.9,325.7,234.0
5035,Venus,6733.0, Zhivana Corona , corona ,CR,13.0,287.5,180.0
4635,Venus,5309.0, Santa Corona , corona ,CR,-34.5,288.0,200.0
3740,Venus,1704.0, Earhart Corona , corona ,CR,70.1,136.2,414.0
3741,Venus,1717.0, Edda Corona , corona ,CR,47.2,25.4,50.0
3584,Venus,1085.0, Cavell Corona , corona ,CR,38.3,18.8,100.0
4940,Venus,6352.0, Verdandi Corona , corona ,CR,-5.5,65.2,180.0
5028,Venus,6716.0, Zemlika Corona , corona ,CR,-33.5,50.0,150.0
4947,Venus,6371.0, Vesuna Corona , corona ,CR,-65.5,275.0,200.0
5027,Venus,6715.0, Zemire Corona , corona ,CR,31.5,312.5,200.0
4626,Venus,5250.0, Rzhanitsa Corona , corona ,CR,-17.6,214.6,450.0
4603,Venus,5151.0, Rind Corona , corona ,CR,8.2,247.5,140.0
3737,Venus,1692.0, Dzuzdi Corona , corona ,CR,35.2,20.6,80.0
4601,Venus,4997.0, Repa Corona , corona ,CR,-13.0,218.8,240.0
3196,Venus,222.0, Ambar-ona Corona , corona ,CR,-70.0,82.5,550.0
3194,Venus,2110.0, Gashan-Ki Corona , corona ,CR,11.7,243.7,225.0
4158,Venus,3386.0, Libera Corona , corona ,CR,12.5,24.0,350.0
3232,Venus,192.0, Allatu Corona , corona ,CR,15.5,114.0,125.0
3570,Venus,1485.0, Demvamvit Corona , corona ,CR,-65.5,38.0,370.0
3661,Venus,1790.0, Emegelji Coronae , corona ,CR,-21.5,213.5,225.0
3660,Venus,1788.0, Embla Coronae , corona ,CR,28.9,205.4,132.0
4560,Venus,4957.0, Rauni Corona , corona ,CR,40.8,271.9,271.0
3238,Venus,3764.0, Mawu Corona , corona ,CR,31.7,241.3,295.0
4994,Venus,6621.0, Ya-Yerv Corona , corona ,CR,-9.0,214.0,275.0
4559,Venus,4943.0, Rananeida Corona , corona ,CR,62.6,263.5,448.0
3240,Venus,3767.0, May-Enensi Corona , corona ,CR,-42.5,68.0,330.0
3241,Venus,3768.0, Maya Corona , corona ,CR,23.0,98.0,225.0
3242,Venus,3769.0, Mayauel Corona , corona ,CR,-27.5,154.0,200.0
3654,Venus,1800.0, Enekeler Corona , corona ,CR,-46.0,264.0,350.0
4556,Venus,5536.0, Silvia Corona , corona ,CR,12.6,355.7,270.0
3246,Venus,239.0, Among Corona , corona ,CR,-13.4,213.5,210.0
3247,Venus,248.0, Anahit Corona , corona ,CR,77.1,277.3,324.0
5000,Venus,6636.0, Yanbike Corona , corona ,CR,-1.5,328.5,200.0
5001,Venus,6641.0, Yaroslavna Corona , corona ,CR,38.8,21.2,112.0
3569,Venus,1482.0, Demeter Corona , corona ,CR,53.9,294.8,560.0
3944,Venus,2684.0, Inari Corona , corona ,CR,-18.0,120.3,300.0
3943,Venus,2681.0, Inacho Corona , corona ,CR,-20.5,212.2,125.0
4567,Venus,4899.0, Quetzalpetlatl Corona , corona ,CR,-68.0,357.0,780.0
5019,Venus,6698.0, Zamin Corona , corona ,CR,31.5,258.3,315.0
3763,Venus,1930.0, Fefafa Corona , corona ,CR,-24.8,210.8,100.0
3575,Venus,1546.0, Disani Corona , corona ,CR,2.7,57.5,300.0
4661,Venus,5386.0, Schumann-Heink Corona , corona ,CR,74.3,214.5,122.0
2941,Miranda,353.0, Arden Corona , corona ,CR,-29.1,73.7,318.0
3959,Venus,2764.0, Iweridd Corona , corona ,CR,-21.0,310.0,500.0
3199,Venus,225.0, Ament Corona , corona ,CR,-67.2,217.9,115.0
4592,Venus,5542.0, Simoting Corona , corona ,CR,41.2,21.5,270.0
4590,Venus,4993.0, Renenti Corona , corona ,CR,32.7,326.2,200.0
4055,Venus,3346.0, Lengdin Corona , corona ,CR,2.5,223.0,525.0
3204,Venus,695.0, Benzozia Corona , corona ,CR,27.5,204.5,185.0
3662,Venus,1791.0, Emegen Corona , corona ,CR,37.5,290.5,180.0
4150,Venus,3734.0, Marzyana Corona , corona ,CR,-53.0,67.5,550.0
3755,Venus,1903.0, Fakahotu Corona , corona ,CR,59.1,106.4,290.0
3656,Venus,1397.0, Damona Corona , corona ,CR,48.9,28.0,140.0
4573,Venus,4912.0, Rabzhima Corona , corona ,CR,4.9,11.0,100.0
3219,Venus,14213.0, Anjea Corona , corona ,CR,-29.0,282.8,145.0
3946,Venus,2687.0, Indrani Corona , corona ,CR,-37.5,70.5,200.0
3221,Venus,14214.0, Durga Corona , corona ,CR,-31.1,286.2,227.0
3222,Venus,14215.0, Hutash Corona , corona ,CR,-34.3,275.7,91.0
3223,Venus,14216.0, Ikas Coronae , corona ,CR,-40.7,288.6,225.0
3224,Venus,14217.0, Orbona Corona , corona ,CR,-47.8,293.2,150.0
3225,Venus,14218.0, Partula Corona , corona ,CR,-49.7,289.2,145.0
3226,Venus,14219.0, Parvati Corona , corona ,CR,-36.0,276.7,173.0
3574,Venus,1082.0, Cauteovan Corona , corona ,CR,31.5,142.9,553.0
4662,Venus,5341.0, Saunau Corona , corona ,CR,-1.3,173.0,200.0
4671,Venus,5505.0, Shulamite Corona , corona ,CR,-38.8,284.3,275.0
4666,Venus,5409.0, Seia Corona , corona ,CR,-3.0,153.0,225.0
4021,Venus,2844.0, Jord Corona , corona ,CR,-58.5,349.5,130.0
3679,Venus,1519.0, Dhorani Corona , corona ,CR,-8.0,243.0,200.0
4074,Venus,3132.0, Kuan-Yin Corona , corona ,CR,-4.3,10.0,310.0
4793,Venus,5937.0, Teteoinnan Corona , corona ,CR,-38.5,149.5,125.0
4072,Venus,3126.0, Krumine Corona , corona ,CR,-5.0,261.5,300.0
4104,Venus,3159.0, Kunhild Corona , corona ,CR,19.3,80.1,200.0
3696,Venus,1492.0, Deohako Corona , corona ,CR,-67.5,118.0,300.0
3678,Venus,1518.0, Dhisana Corona , corona ,CR,14.5,111.7,100.0
3698,Venus,1530.0, Didilia Corona , corona ,CR,19.0,38.0,320.0
4781,Venus,6191.0, Ukemochi Corona , corona ,CR,-39.0,296.1,300.0
5066,Venus,14784.0, Pakoti Corona , corona ,CR,-38.8,42.4,75.0
4778,Venus,6187.0, Ugatame Corona , corona ,CR,-76.5,255.0,370.0
4225,Venus,3615.0, Mama-Allpa Corona , corona ,CR,-27.0,31.0,300.0
4015,Venus,3097.0, Kostroma Coronae , corona ,CR,40.6,7.6,230.0
5065,Venus,14783.0, Elihino Corona , corona ,CR,-37.0,49.1,175.0
3701,Venus,1534.0, Dilga Corona , corona ,CR,-18.7,250.4,220.0
4041,Venus,2910.0, Kamui-Huci Corona , corona ,CR,-63.5,322.5,300.0
3612,Venus,1187.0, Chiun Corona , corona ,CR,18.3,340.5,150.0
4762,Venus,5870.0, Tari Pennu Corona , corona ,CR,0.3,264.3,180.0
3706,Venus,1666.0, Dunne-Musun Corona , corona ,CR,-60.0,85.0,630.0
4758,Venus,6155.0, Tutelina Corona , corona ,CR,29.0,348.0,180.0
4099,Venus,3149.0, Kumang Corona , corona ,CR,25.0,11.8,40.0
4756,Venus,6151.0, Tusholi Corona , corona ,CR,69.5,101.2,350.0
4076,Venus,3135.0, Kubebe Corona , corona ,CR,15.5,132.5,125.0
4039,Venus,2903.0, Kamadhenu Corona , corona ,CR,21.0,136.5,400.0
4870,Venus,6614.0, Xmukane Corona , corona ,CR,-28.2,269.5,200.0
4090,Venus,3079.0, Kolias Corona , corona ,CR,-16.5,207.9,200.0
4868,Venus,6612.0, Xilonen Corona , corona ,CR,51.0,321.0,300.0
4856,Venus,6139.0, Tureshmat Corona , corona ,CR,-51.5,289.5,150.0
3627,Venus,1268.0, Colijnsplaat Corona , corona ,CR,-32.0,151.0,350.0
4853,Venus,6616.0, Xquiq Corona , corona ,CR,38.1,14.6,55.0
3625,Venus,1263.0, Codidon Corona , corona ,CR,-46.0,56.0,250.0
4843,Venus,6531.0, Whatitiri Corona , corona ,CR,-83.0,140.0,300.0
4840,Venus,6129.0, Tunehakwe Corona , corona ,CR,-33.4,303.6,290.0
4839,Venus,6127.0, Tumas Corona , corona ,CR,-16.3,351.2,200.0
3623,Venus,1254.0, Coatlicue Corona , corona ,CR,63.2,273.0,199.0
4026,Venus,2855.0, Juksakka Corona , corona ,CR,-19.5,44.5,320.0
3689,Venus,2577.0, Hulda Corona , corona ,CR,12.0,308.3,230.0
4098,Venus,3145.0, Kulimina Corona , corona ,CR,-27.8,261.9,170.0
4827,Venus,6082.0, Triglava Corona , corona ,CR,-53.5,95.0,400.0
4826,Venus,6072.0, Toyo-uke Corona , corona ,CR,-62.5,41.5,300.0
3621,Venus,1248.0, Clonia Corona , corona ,CR,16.0,167.4,100.0
3620,Venus,1748.0, Eithinoha Corona , corona ,CR,-57.0,7.5,500.0
4815,Venus,5969.0, Thermuthis Corona , corona ,CR,-8.0,33.0,330.0
4808,Venus,5983.0, Thouris Corona , corona ,CR,-6.5,12.9,190.0
4805,Venus,6337.0, Ved-Ava Corona , corona ,CR,33.0,143.0,200.0
4804,Venus,6334.0, Vasudhara Corona , corona ,CR,43.2,2.7,160.0
3143,Venus,5866.0, Taranga Corona , corona ,CR,16.5,251.5,525.0
4115,Venus,3295.0, Latta Corona , corona ,CR,-38.6,287.0,225.0
3610,Venus,1211.0, Chuku Corona , corona ,CR,-23.5,265.5,380.0
4706,Venus,5583.0, Sitapi Coronae , corona ,CR,-36.5,246.8,270.0
4705,Venus,5556.0, Sinlaku Corona , corona ,CR,17.3,260.3,300.0
4699,Venus,5817.0, Tadaka Corona , corona ,CR,-4.0,210.5,260.0
4698,Venus,5815.0, Tacoma Corona , corona ,CR,-37.0,288.0,500.0
5046,Venus,6944.0, Žemina Corona , corona ,CR,-11.7,186.0,530.0
3592,Venus,2350.0, Hannahannas Corona , corona ,CR,0.0,170.5,200.0
4140,Venus,3292.0, Latmikaik Corona , corona ,CR,-64.0,123.0,500.0
3729,Venus,1679.0, Dyamenyuo Corona , corona ,CR,-57.5,42.5,200.0
5044,Venus,6771.0, Zywie Corona , corona ,CR,-38.6,291.2,200.0
4914,Venus,6263.0, Utset Corona , corona ,CR,-55.5,167.0,150.0
4683,Venus,5775.0, Sus-Khotin Corona , corona ,CR,-54.0,241.0,110.0
3126,Venus,2386.0, Haumea Corona , corona ,CR,54.0,21.8,375.0
3127,Venus,2683.0, Inanna Corona , corona ,CR,-37.0,35.9,350.0
4918,Venus,6269.0, Vacuna Corona , corona ,CR,60.4,96.0,448.0
4678,Venus,5754.0, Sulis Corona , corona ,CR,44.3,14.2,136.0
4676,Venus,5765.0, Sunrta Corona , corona ,CR,8.3,11.7,170.0
5041,Venus,6745.0, Zisa Corona , corona ,CR,12.0,221.0,850.0
4674,Venus,5510.0, Shyv-Amashe Corona , corona ,CR,-57.0,63.0,410.0
3977,Venus,2651.0, Idem-Kuva Corona , corona ,CR,25.0,358.0,230.0
3136,Venus,4710.0, Phra Naret Corona , corona ,CR,-66.6,209.6,150.0
3634,Venus,1298.0, Copia Corona , corona ,CR,-42.5,75.5,500.0
4707,Venus,5584.0, Sith Corona , corona ,CR,-10.2,176.5,350.0
4750,Venus,5854.0, Tangba Corona , corona ,CR,-47.0,258.0,200.0
3725,Venus,2628.0, Iang-Mdiye Corona , corona ,CR,-47.0,86.0,300.0
3593,Venus,1139.0, Chantico Corona , corona ,CR,-1.7,215.0,200.0
